"Referencia";"Fecha Alta";"Tipo";"Operación";"Provincia";"Superficie";"Precio Venta";"Fecha Venta";"Vendedor"
1940;11/30/2005;"Industrial";"Venta";"Girona";102;941154;08/11/2006;"Pedro"
1941;11/30/2005;"Casa";"Venta";"Lleida";172;1701080;10/06/2006;"María"
1942;11/30/2005;"Oficina";"Alquiler";"Girona";113;747947;06/09/2006;"Pedro"
1943;12/01/2005;"Oficina";"Venta";"Lleida";289;1406563;08/10/2006;"Jesús"
1944;12/01/2005;"Local";"Alquiler";"Girona";210;1527120;06/17/2006;"Jesús"
1945;12/03/2005;"Local";"Venta";"Lleida";264;1545720;06/09/2006;"Luisa"
1946;12/03/2005;"Piso";"Alquiler";"Barcelona";264;2147112;05/10/2006;"Joaquín"
1947;12/03/2005;"Piso";"Alquiler";"Lleida";176;1189936;08/12/2006;"Carmen"
1948;12/04/2005;"Casa";"Alquiler";"Barcelona";176;1685904;07/29/2006;"Pedro"
1949;12/05/2005;"Piso";"Venta";"Barcelona";85;693515;03/31/2006;"Luisa"
1950;12/05/2005;"Industrial";"Venta";"Barcelona";67;324213;04/10/2006;"Luisa"
1951;12/05/2005;"Industrial";"Alquiler";"Girona";162;753786;09/26/2006;"Jesús"
1952;12/06/2005;"Casa";"Alquiler";"Lleida";162;1341684;11/09/2006;"María"
1953;12/06/2005;"Parking";"Alquiler";"Girona";250;2103000;09/13/2006;"Jesús"
1954;12/06/2005;"Industrial";"Venta";"Lleida";264;1346136;10/25/2006;"Joaquín"
1955;12/07/2005;"Casa";"Venta";"Barcelona";150;753900;03/30/2006;"María"
1956;12/07/2005;"Industrial";"Venta";"Girona";202;1028382;05/07/2006;"Pedro"
1957;12/08/2005;"Oficina";"Alquiler";"Barcelona";293;2868470;03/18/2006;"Luisa"
1958;12/09/2005;"Parking";"Alquiler";"Lleida";296;1536832;08/22/2006;"Joaquín"
1959;12/09/2005;"Casa";"Venta";"Tarragona";203;1002211;10/04/2006;"María"
1960;12/09/2005;"Industrial";"Venta";"Tarragona";287;2446962;11/10/2006;"María"
1961;12/09/2005;"Suelo";"Venta";"Barcelona";171;807120;11/21/2006;"Pedro"
1962;12/11/2005;"Suelo";"Venta";"Barcelona";238;2203166;05/01/2006;"Carmen"
1963;12/12/2005;"Oficina";"Alquiler";"Tarragona";117;536679;07/19/2006;"Joaquín"
1964;12/13/2005;"Piso";"Venta";"Girona";116;804344;04/29/2006;"María"
1965;12/13/2005;"Parking";"Alquiler";"Lleida";57;293949;11/06/2006;"Pedro"
1966;12/13/2005;"Local";"Venta";"Barcelona";66;270996;07/04/2006;"Luisa"
1967;12/14/2005;"Casa";"Venta";"Lleida";216;2046384;07/03/2006;"Pedro"
1968;12/15/2005;"Local";"Venta";"Lleida";218;1732446;10/05/2006;"Jesús"
1969;12/16/2005;"Piso";"Venta";"Barcelona";259;1842785;07/19/2006;"María"
1970;12/16/2005;"Casa";"Venta";"Barcelona";106;856692;06/12/2006;"María"
1971;12/16/2005;"Oficina";"Alquiler";"Girona";135;857925;06/25/2006;"Joaquín"
1972;12/17/2005;"Casa";"Alquiler";"Tarragona";154;814968;11/26/2006;"María"
1973;12/17/2005;"Parking";"Venta";"Girona";67;490507;04/01/2006;"María"
1974;12/17/2005;"Parking";"Alquiler";"Girona";57;387828;03/25/2006;"Luisa"
1975;12/17/2005;"Suelo";"Alquiler";"Barcelona";147;907137;06/19/2006;"Jesús"
1976;12/17/2005;"Local";"Venta";"Barcelona";165;1393095;12/15/2006;"Carmen"
1977;12/18/2005;"Local";"Alquiler";"Tarragona";207;1395387;05/18/2006;"Luisa"
1978;12/19/2005;"Casa";"Venta";"Tarragona";162;696762;07/06/2006;"Pedro"
1979;12/20/2005;"Industrial";"Alquiler";"Barcelona";238;2136288;09/01/2006;"María"
1980;12/20/2005;"Local";"Venta";"Lleida";281;2671748;12/18/2006;"Carmen"
1981;12/20/2005;"Local";"Alquiler";"Girona";49;425565;05/06/2006;"Joaquín"
1982;12/21/2005;"Piso";"Venta";"Barcelona";248;1036392;12/03/2006;"Luisa"
1983;12/21/2005;"Suelo";"Alquiler";"Barcelona";243;2390634;06/26/2006;"Luisa"
1984;12/21/2005;"Oficina";"Venta";"Tarragona";110;701250;11/11/2006;"Luisa"
1985;12/21/2005;"Piso";"Venta";"Tarragona";289;2789428;04/29/2006;"Pedro"
1986;12/21/2005;"Oficina";"Alquiler";"Barcelona";190;940500;12/11/2006;"Joaquín"
1987;12/21/2005;"Parking";"Alquiler";"Girona";139;875978;05/04/2006;"Jesús"
1988;12/22/2005;"Industrial";"Alquiler";"Girona";210;1770930;04/20/2006;"María"
1989;12/22/2005;"Casa";"Venta";"Barcelona";276;2548584;10/13/2006;"Jesús"
1990;12/22/2005;"Suelo";"Alquiler";"Tarragona";203;2021880;04/29/2006;"Joaquín"
1991;12/22/2005;"Oficina";"Venta";"Tarragona";274;2456958;10/03/2006;"Jesús"
1992;12/22/2005;"Industrial";"Venta";"Lleida";116;984144;06/04/2006;"Luisa"
1993;12/23/2005;"Local";"Venta";"Girona";299;2110342;04/13/2006;"Jesús"
1994;12/23/2005;"Casa";"Venta";"Girona";86;651192;04/23/2006;"Luisa"
1995;12/23/2005;"Local";"Alquiler";"Barcelona";267;2263626;07/04/2006;"Pedro"
1996;12/23/2005;"Industrial";"Venta";"Tarragona";178;1642584;12/18/2006;"Luisa"
1997;12/23/2005;"Casa";"Venta";"Tarragona";206;1058840;04/02/2006;"Jesús"
1998;12/24/2005;"Local";"Venta";"Tarragona";264;2303928;04/17/2006;"Luisa"
1999;12/24/2005;"Piso";"Venta";"Tarragona";243;1693710;05/23/2006;"Pedro"
2000;12/25/2005;"Oficina";"Venta";"Tarragona";96;456672;07/01/2006;"Pedro"
2001;12/25/2005;"Suelo";"Venta";"Barcelona";265;1348055;07/19/2006;"Joaquín"
2002;12/25/2005;"Casa";"Venta";"Barcelona";283;1653852;08/28/2006;"María"
2003;12/26/2005;"Piso";"Alquiler";"Tarragona";300;1432500;06/21/2006;"María"
2004;12/26/2005;"Oficina";"Alquiler";"Barcelona";56;296856;06/06/2006;"María"
2005;12/26/2005;"Industrial";"Alquiler";"Lleida";142;629628;04/20/2006;"Luisa"
2006;12/27/2005;"Parking";"Venta";"Girona";272;1774528;06/21/2006;"Jesús"
2007;12/27/2005;"Oficina";"Alquiler";"Barcelona";54;402462;10/06/2006;"Pedro"
2008;12/27/2005;"Casa";"Alquiler";"Barcelona";221;1401361;03/30/2006;"Jesús"
2009;12/27/2005;"Parking";"Alquiler";"Tarragona";137;927627;12/05/2006;"Pedro"
2010;12/27/2005;"Piso";"Venta";"Barcelona";158;1040746;09/25/2006;"Luisa"
2011;12/28/2005;"Oficina";"Venta";"Lleida";259;1555813;09/17/2006;"Carmen"
2012;12/30/2005;"Piso";"Venta";"Tarragona";94;924866;12/23/2006;"Jesús"
2013;12/30/2005;"Casa";"Alquiler";"Lleida";137;740211;12/12/2006;"Pedro"
2014;12/30/2005;"Oficina";"Alquiler";"Girona";227;2029607;10/20/2006;"Carmen"
2015;12/30/2005;"Parking";"Venta";"Girona";262;1407726;11/01/2006;"María"
2016;12/31/2005;"Casa";"Alquiler";"Girona";284;2815292;12/07/2006;"Jesús"
2017;12/31/2005;"Parking";"Alquiler";"Barcelona";202;1329968;10/22/2006;"María"
2018;01/01/2006;"Industrial";"Venta";"Barcelona";75;545925;09/08/2006;"Joaquín"
2019;01/01/2006;"Parking";"Alquiler";"Tarragona";204;1347420;07/13/2006;"Jesús"
2020;01/01/2006;"Piso";"Alquiler";"Lleida";80;322960;12/28/2006;"Pedro"
2021;01/01/2006;"Oficina";"Alquiler";"Lleida";150;873000;12/17/2006;"Jesús"
2022;01/02/2006;"Industrial";"Venta";"Tarragona";129;588756;09/05/2006;"Carmen"
2023;01/02/2006;"Local";"Venta";"Girona";141;763233;12/26/2006;"Luisa"
2024;01/02/2006;"Casa";"Alquiler";"Girona";271;2471249;04/04/2006;"Joaquín"
2025;01/02/2006;"Local";"Alquiler";"Lleida";277;1499678;11/03/2006;"Luisa"
2026;01/03/2006;"Oficina";"Alquiler";"Barcelona";216;1109808;06/24/2006;"Joaquín"
2027;01/03/2006;"Industrial";"Venta";"Girona";41;368959;08/29/2006;"Carmen"
2028;01/03/2006;"Local";"Venta";"Barcelona";122;680760;05/01/2006;"María"
2029;01/03/2006;"Local";"Alquiler";"Barcelona";179;1176209;06/29/2006;"Carmen"
2030;01/03/2006;"Casa";"Alquiler";"Barcelona";229;2219468;07/12/2006;"Luisa"
2031;01/03/2006;"Parking";"Venta";"Lleida";233;1450425;07/16/2006;"Luisa"
2032;01/03/2006;"Industrial";"Venta";"Girona";116;616192;05/21/2006;"María"
2033;01/03/2006;"Casa";"Alquiler";"Girona";155;1247750;09/11/2006;"María"
2034;01/05/2006;"Casa";"Alquiler";"Girona";163;761047;10/16/2006;"Luisa"
2035;01/05/2006;"Industrial";"Venta";"Lleida";289;1809140;09/12/2006;"Joaquín"
2036;01/05/2006;"Parking";"Venta";"Barcelona";90;446940;06/26/2006;"María"
2037;01/06/2006;"Local";"Venta";"Barcelona";110;700700;04/20/2006;"Pedro"
2038;01/06/2006;"Local";"Alquiler";"Barcelona";283;2107784;04/19/2006;"María"
2039;01/06/2006;"Parking";"Venta";"Barcelona";199;1139076;06/21/2006;"Joaquín"
2040;01/07/2006;"Oficina";"Alquiler";"Lleida";207;2014110;11/01/2006;"Joaquín"
2041;01/07/2006;"Industrial";"Venta";"Tarragona";120;823200;09/02/2006;"María"
2042;01/08/2006;"Suelo";"Venta";"Barcelona";80;539280;08/01/2006;"María"
2043;01/08/2006;"Casa";"Alquiler";"Girona";280;2346400;05/07/2006;"María"
2044;01/08/2006;"Suelo";"Alquiler";"Lleida";107;567742;09/19/2006;"Jesús"
2045;01/09/2006;"Piso";"Alquiler";"Tarragona";194;1792560;05/05/2006;"Joaquín"
2046;01/09/2006;"Industrial";"Alquiler";"Girona";256;2331648;11/26/2006;"Luisa"
2047;01/09/2006;"Piso";"Alquiler";"Barcelona";249;2053005;07/24/2006;"Luisa"
2048;01/10/2006;"Local";"Venta";"Tarragona";170;1102280;08/05/2006;"Pedro"
2049;01/10/2006;"Casa";"Venta";"Barcelona";275;1856525;09/04/2006;"Jesús"
2050;01/10/2006;"Casa";"Alquiler";"Barcelona";180;1741320;06/08/2006;"María"
2051;01/11/2006;"Parking";"Venta";"Tarragona";130;1275560;11/13/2006;"María"
2052;01/11/2006;"Industrial";"Alquiler";"Girona";68;386036;10/14/2006;"Jesús"
2053;01/11/2006;"Oficina";"Venta";"Girona";185;1730675;10/07/2006;"María"
2054;01/11/2006;"Oficina";"Venta";"Tarragona";247;1568697;05/14/2006;"Luisa"
2055;01/11/2006;"Industrial";"Alquiler";"Barcelona";271;1196465;08/05/2006;"Jesús"
2056;01/12/2006;"Piso";"Alquiler";"Girona";289;2462280;01/05/2007;"Jesús"
2057;01/12/2006;"Industrial";"Alquiler";"Barcelona";54;419256;11/30/2006;"María"
2058;01/13/2006;"Industrial";"Alquiler";"Tarragona";122;1184376;10/03/2006;"Luisa"
2059;01/13/2006;"Oficina";"Alquiler";"Barcelona";98;738430;12/28/2006;"Luisa"
2060;01/13/2006;"Oficina";"Venta";"Barcelona";207;1437408;08/21/2006;"María"
2061;01/13/2006;"Suelo";"Venta";"Lleida";261;1615851;12/25/2006;"Jesús"
2062;01/13/2006;"Local";"Alquiler";"Lleida";54;466722;05/21/2006;"Jesús"
2063;01/13/2006;"Suelo";"Venta";"Barcelona";274;1450556;09/03/2006;"María"
2064;01/14/2006;"Industrial";"Alquiler";"Barcelona";144;1331856;12/19/2006;"Luisa"
2065;01/14/2006;"Casa";"Venta";"Tarragona";148;873200;09/26/2006;"Pedro"
2066;01/14/2006;"Local";"Alquiler";"Girona";165;1461570;10/17/2006;"Carmen"
2067;01/14/2006;"Oficina";"Alquiler";"Lleida";129;562827;11/16/2006;"Joaquín"
2068;01/14/2006;"Local";"Alquiler";"Lleida";255;2494410;11/22/2006;"Luisa"
2069;01/15/2006;"Oficina";"Alquiler";"Barcelona";199;1685132;11/07/2006;"Joaquín"
2070;01/15/2006;"Suelo";"Venta";"Barcelona";245;2399040;05/31/2006;"Joaquín"
2071;01/15/2006;"Oficina";"Alquiler";"Lleida";272;2487712;04/25/2006;"Carmen"
2072;01/15/2006;"Casa";"Venta";"Barcelona";93;808170;07/03/2006;"Jesús"
2073;01/15/2006;"Casa";"Venta";"Girona";239;2030783;12/16/2006;"María"
2074;01/16/2006;"Industrial";"Venta";"Barcelona";80;363280;12/19/2006;"Pedro"
2075;01/16/2006;"Local";"Venta";"Lleida";209;1355365;07/01/2006;"Joaquín"
2076;01/17/2006;"Piso";"Venta";"Barcelona";267;1074675;10/20/2006;"Carmen"
2077;01/17/2006;"Industrial";"Alquiler";"Lleida";246;2398008;05/22/2006;"Jesús"
2078;01/17/2006;"Oficina";"Alquiler";"Barcelona";123;609342;05/10/2006;"Carmen"
2079;01/17/2006;"Industrial";"Alquiler";"Barcelona";221;1411969;07/26/2006;"Pedro"
2080;01/18/2006;"Suelo";"Venta";"Girona";234;2049606;04/21/2006;"María"
2081;01/18/2006;"Local";"Venta";"Girona";66;500610;05/15/2006;"Luisa"
2082;01/19/2006;"Piso";"Alquiler";"Tarragona";114;938562;06/16/2006;"María"
2083;01/19/2006;"Piso";"Venta";"Girona";267;2245203;07/28/2006;"María"
2084;01/19/2006;"Parking";"Alquiler";"Girona";188;1422220;07/20/2006;"María"
2085;01/19/2006;"Industrial";"Venta";"Girona";296;2387832;06/28/2006;"María"
2086;01/20/2006;"Local";"Alquiler";"Girona";256;1428480;06/26/2006;"Pedro"
2087;01/20/2006;"Parking";"Alquiler";"Barcelona";265;2119735;10/15/2006;"Pedro"
2088;01/21/2006;"Industrial";"Venta";"Lleida";101;674276;10/30/2006;"Luisa"
2089;01/21/2006;"Suelo";"Alquiler";"Tarragona";41;255061;12/15/2006;"Pedro"
2090;01/21/2006;"Suelo";"Alquiler";"Lleida";178;1104846;06/08/2006;"Jesús"
2091;01/23/2006;"Suelo";"Venta";"Lleida";171;1298403;08/31/2006;"Carmen"
2092;01/23/2006;"Suelo";"Venta";"Girona";85;472685;09/01/2006;"Pedro"
2093;01/23/2006;"Industrial";"Alquiler";"Tarragona";293;1182841;06/15/2006;"María"
2094;01/23/2006;"Casa";"Alquiler";"Girona";154;1427118;10/03/2006;"Pedro"
2095;01/23/2006;"Local";"Venta";"Lleida";40;272880;09/01/2006;"María"
2096;01/23/2006;"Local";"Alquiler";"Lleida";137;831316;11/11/2006;"Jesús"
2097;01/23/2006;"Local";"Alquiler";"Tarragona";190;1469460;01/10/2007;"Carmen"
2098;01/24/2006;"Oficina";"Alquiler";"Girona";123;1133199;09/23/2006;"Luisa"
2099;01/24/2006;"Local";"Venta";"Lleida";144;1247760;08/03/2006;"Luisa"
2100;01/24/2006;"Casa";"Venta";"Lleida";80;727680;07/12/2006;"Joaquín"
2101;01/24/2006;"Piso";"Venta";"Tarragona";220;1522840;05/02/2006;"María"
2102;01/24/2006;"Local";"Venta";"Tarragona";197;1489911;04/24/2006;"Carmen"
2103;01/25/2006;"Casa";"Alquiler";"Tarragona";229;1447509;04/29/2006;"Joaquín"
2104;01/25/2006;"Oficina";"Venta";"Barcelona";223;1970874;06/08/2006;"Joaquín"
2105;01/25/2006;"Oficina";"Alquiler";"Lleida";237;1438827;05/12/2006;"Pedro"
2106;01/25/2006;"Parking";"Alquiler";"Tarragona";212;1440540;10/10/2006;"Jesús"
2107;01/25/2006;"Industrial";"Venta";"Lleida";84;816228;12/22/2006;"Jesús"
2108;01/26/2006;"Oficina";"Venta";"Tarragona";139;1197485;01/24/2007;"Pedro"
2109;01/26/2006;"Casa";"Venta";"Lleida";91;528892;12/14/2006;"María"
2110;01/26/2006;"Suelo";"Alquiler";"Barcelona";273;1528254;06/15/2006;"Pedro"
2111;01/26/2006;"Oficina";"Venta";"Lleida";261;2233899;10/29/2006;"Luisa"
2112;01/26/2006;"Parking";"Venta";"Tarragona";81;709560;06/28/2006;"Joaquín"
2113;01/26/2006;"Oficina";"Venta";"Lleida";258;2111472;05/31/2006;"Joaquín"
2114;01/27/2006;"Oficina";"Alquiler";"Lleida";136;656744;05/15/2006;"Luisa"
2115;01/28/2006;"Casa";"Alquiler";"Tarragona";254;1713992;07/08/2006;"Pedro"
2116;01/28/2006;"Parking";"Alquiler";"Tarragona";294;1355046;10/02/2006;"Jesús"
2117;01/29/2006;"Suelo";"Alquiler";"Lleida";95;748790;01/08/2007;"Luisa"
2118;01/29/2006;"Industrial";"Venta";"Lleida";246;1285842;08/09/2006;"Jesús"
2119;01/29/2006;"Suelo";"Alquiler";"Girona";98;509600;11/10/2006;"Pedro"
2120;01/30/2006;"Oficina";"Alquiler";"Girona";75;378900;12/16/2006;"Carmen"
2121;01/30/2006;"Industrial";"Alquiler";"Tarragona";169;810186;12/05/2006;"Joaquín"
2122;01/30/2006;"Oficina";"Alquiler";"Girona";123;757434;08/23/2006;"Pedro"
2123;01/31/2006;"Local";"Venta";"Barcelona";56;550816;12/03/2006;"Jesús"
2124;02/01/2006;"Parking";"Venta";"Lleida";89;475171;10/12/2006;"Luisa"
2125;02/01/2006;"Casa";"Venta";"Barcelona";95;650750;09/24/2006;"Carmen"
2126;02/01/2006;"Piso";"Venta";"Barcelona";252;2381400;06/13/2006;"María"
2127;02/01/2006;"Piso";"Venta";"Lleida";157;1409546;01/05/2007;"Pedro"
2128;02/02/2006;"Parking";"Venta";"Lleida";264;2181432;12/25/2006;"María"
2129;02/02/2006;"Casa";"Alquiler";"Barcelona";234;1286766;10/12/2006;"Luisa"
2130;02/02/2006;"Piso";"Venta";"Lleida";168;928368;12/25/2006;"Jesús"
2131;02/02/2006;"Oficina";"Alquiler";"Tarragona";288;1820448;11/13/2006;"Joaquín"
2132;02/03/2006;"Suelo";"Alquiler";"Tarragona";210;1482810;11/23/2006;"Carmen"
2133;02/03/2006;"Casa";"Venta";"Barcelona";40;190280;11/22/2006;"Joaquín"
2134;02/03/2006;"Parking";"Venta";"Lleida";235;2290545;08/22/2006;"Carmen"
2135;02/04/2006;"Industrial";"Alquiler";"Tarragona";283;1709037;07/14/2006;"Carmen"
2136;02/04/2006;"Piso";"Venta";"Tarragona";68;669664;05/29/2006;"Jesús"
2137;02/04/2006;"Local";"Venta";"Tarragona";216;1204200;01/17/2007;"Joaquín"
2138;02/04/2006;"Parking";"Venta";"Girona";108;1041120;05/07/2006;"Pedro"
2139;02/05/2006;"Industrial";"Alquiler";"Lleida";129;1140876;07/02/2006;"Pedro"
2140;02/05/2006;"Piso";"Alquiler";"Lleida";194;1315126;09/11/2006;"Luisa"
2141;02/06/2006;"Industrial";"Alquiler";"Lleida";65;272545;06/23/2006;"Carmen"
2142;02/06/2006;"Suelo";"Alquiler";"Tarragona";88;808192;01/17/2007;"Carmen"
2143;02/06/2006;"Parking";"Alquiler";"Tarragona";124;536672;01/30/2007;"María"
2144;02/07/2006;"Piso";"Alquiler";"Tarragona";218;1677728;05/19/2006;"Pedro"
2145;02/07/2006;"Oficina";"Venta";"Tarragona";46;224342;06/14/2006;"Jesús"
2146;02/07/2006;"Piso";"Venta";"Tarragona";95;570760;07/01/2006;"María"
2147;02/07/2006;"Casa";"Venta";"Barcelona";104;682240;08/30/2006;"Jesús"
2148;02/07/2006;"Oficina";"Alquiler";"Tarragona";206;1747292;06/11/2006;"Carmen"
2149;02/08/2006;"Oficina";"Alquiler";"Barcelona";142;693244;09/19/2006;"Jesús"
2150;02/08/2006;"Industrial";"Alquiler";"Barcelona";211;1155436;12/27/2006;"Pedro"
2151;02/09/2006;"Local";"Venta";"Lleida";43;303365;12/24/2006;"Pedro"
2152;02/09/2006;"Piso";"Venta";"Barcelona";293;1298869;07/11/2006;"Jesús"
2153;02/09/2006;"Parking";"Venta";"Barcelona";227;2001232;12/06/2006;"María"
2154;02/09/2006;"Oficina";"Venta";"Girona";200;1539800;12/25/2006;"Carmen"
2155;02/09/2006;"Industrial";"Alquiler";"Girona";252;1949220;10/20/2006;"Carmen"
2156;02/09/2006;"Industrial";"Alquiler";"Tarragona";259;1627556;05/30/2006;"María"
2157;02/10/2006;"Casa";"Venta";"Tarragona";254;1522222;02/05/2007;"María"
2158;02/11/2006;"Casa";"Venta";"Tarragona";96;652896;11/07/2006;"Joaquín"
2159;02/11/2006;"Oficina";"Venta";"Barcelona";233;1157544;06/10/2006;"Jesús"
2160;02/12/2006;"Piso";"Alquiler";"Tarragona";118;734786;07/19/2006;"Joaquín"
2161;02/12/2006;"Parking";"Venta";"Lleida";210;1511160;10/21/2006;"Luisa"
2162;02/12/2006;"Piso";"Alquiler";"Barcelona";184;864248;07/18/2006;"María"
2163;02/12/2006;"Piso";"Alquiler";"Lleida";141;1401822;05/29/2006;"María"
2164;02/12/2006;"Oficina";"Venta";"Tarragona";62;506540;10/08/2006;"Joaquín"
2165;02/13/2006;"Casa";"Venta";"Barcelona";83;444299;01/18/2007;"Joaquín"
2166;02/14/2006;"Parking";"Alquiler";"Girona";131;1163542;01/18/2007;"Luisa"
2167;02/15/2006;"Suelo";"Venta";"Barcelona";149;1436211;02/01/2007;"María"
2168;02/15/2006;"Piso";"Alquiler";"Tarragona";84;481992;07/28/2006;"Jesús"
2169;02/15/2006;"Suelo";"Venta";"Tarragona";227;2069786;10/16/2006;"Luisa"
2170;02/15/2006;"Parking";"Alquiler";"Tarragona";132;973764;05/19/2006;"Joaquín"
2171;02/16/2006;"Industrial";"Alquiler";"Barcelona";114;636918;01/10/2007;"Luisa"
2172;02/16/2006;"Industrial";"Alquiler";"Lleida";201;1733022;09/08/2006;"Pedro"
2173;02/16/2006;"Oficina";"Venta";"Tarragona";279;2331324;08/02/2006;"Joaquín"
2174;02/16/2006;"Suelo";"Venta";"Lleida";188;1541976;07/19/2006;"Joaquín"
2175;02/16/2006;"Casa";"Alquiler";"Lleida";117;561132;10/08/2006;"Luisa"
2176;02/16/2006;"Suelo";"Alquiler";"Tarragona";276;1302720;11/09/2006;"María"
2177;02/17/2006;"Suelo";"Alquiler";"Barcelona";78;366132;11/20/2006;"Jesús"
2178;02/17/2006;"Industrial";"Venta";"Girona";271;2108109;12/24/2006;"Pedro"
2179;02/17/2006;"Oficina";"Venta";"Girona";127;928243;05/25/2006;"María"
2180;02/17/2006;"Piso";"Alquiler";"Tarragona";101;673670;07/05/2006;"Pedro"
2181;02/17/2006;"Suelo";"Venta";"Lleida";153;1140156;06/30/2006;"Joaquín"
2182;02/18/2006;"Industrial";"Venta";"Tarragona";126;1031058;09/13/2006;"Carmen"
2183;02/18/2006;"Local";"Venta";"Tarragona";55;262185;02/02/2007;"Joaquín"
2184;02/18/2006;"Suelo";"Alquiler";"Tarragona";107;839522;08/11/2006;"Luisa"
2185;02/18/2006;"Local";"Alquiler";"Girona";88;770968;10/27/2006;"Luisa"
2186;02/20/2006;"Parking";"Alquiler";"Barcelona";228;1815336;06/10/2006;"Jesús"
2187;02/20/2006;"Industrial";"Alquiler";"Tarragona";71;342078;12/28/2006;"Pedro"
2188;02/20/2006;"Oficina";"Venta";"Girona";245;1660120;11/26/2006;"Pedro"
2189;02/20/2006;"Local";"Venta";"Girona";271;1647409;01/12/2007;"Pedro"
2190;02/20/2006;"Piso";"Venta";"Tarragona";217;1912638;10/22/2006;"Luisa"
2191;02/20/2006;"Casa";"Alquiler";"Tarragona";88;544896;12/08/2006;"Carmen"
2192;02/21/2006;"Casa";"Venta";"Lleida";249;1307250;11/20/2006;"Luisa"
2193;02/21/2006;"Parking";"Alquiler";"Barcelona";260;2470000;05/27/2006;"Luisa"
2194;02/21/2006;"Local";"Alquiler";"Tarragona";154;1109262;06/06/2006;"Carmen"
2195;02/22/2006;"Casa";"Venta";"Lleida";168;850752;07/12/2006;"Joaquín"
2196;02/22/2006;"Oficina";"Alquiler";"Barcelona";64;319616;07/06/2006;"Carmen"
2197;02/22/2006;"Oficina";"Venta";"Lleida";160;800160;10/12/2006;"Jesús"
2198;02/22/2006;"Local";"Venta";"Barcelona";110;704770;01/17/2007;"Pedro"
2199;02/22/2006;"Industrial";"Venta";"Tarragona";193;982563;05/26/2006;"Pedro"
2200;02/23/2006;"Casa";"Venta";"Girona";272;1586032;01/23/2007;"María"
2201;02/24/2006;"Industrial";"Alquiler";"Barcelona";257;1598283;02/03/2007;"Luisa"
2202;02/24/2006;"Parking";"Venta";"Barcelona";135;764505;06/10/2006;"Pedro"
2203;02/24/2006;"Casa";"Alquiler";"Tarragona";78;443976;07/17/2006;"Jesús"
2204;02/27/2006;"Industrial";"Alquiler";"Tarragona";81;788697;08/18/2006;"Luisa"
2205;02/27/2006;"Industrial";"Venta";"Lleida";166;685082;02/02/2007;"Joaquín"
2206;02/28/2006;"Casa";"Venta";"Girona";121;1002122;07/13/2006;"Pedro"
2207;02/28/2006;"Casa";"Venta";"Barcelona";281;2577332;07/03/2006;"Carmen"
2208;02/28/2006;"Industrial";"Venta";"Tarragona";100;888900;08/02/2006;"Joaquín"
2209;03/01/2006;"Oficina";"Venta";"Tarragona";296;1761200;02/13/2007;"Joaquín"
2210;03/01/2006;"Local";"Alquiler";"Lleida";240;1706400;08/29/2006;"Pedro"
2211;03/01/2006;"Local";"Venta";"Lleida";146;1095146;10/21/2006;"María"
2212;03/01/2006;"Local";"Venta";"Barcelona";287;1351196;06/18/2006;"Jesús"
2213;03/02/2006;"Suelo";"Alquiler";"Girona";97;493924;01/21/2007;"Luisa"
2214;03/02/2006;"Industrial";"Venta";"Girona";249;1882440;12/16/2006;"Carmen"
2215;03/02/2006;"Suelo";"Alquiler";"Lleida";141;659316;10/14/2006;"Luisa"
2216;03/03/2006;"Casa";"Alquiler";"Girona";125;657500;03/02/2007;"Carmen"
2217;03/03/2006;"Local";"Venta";"Tarragona";130;703950;10/28/2006;"María"
2218;03/03/2006;"Casa";"Alquiler";"Barcelona";243;1918728;07/26/2006;"Luisa"
2219;03/03/2006;"Oficina";"Alquiler";"Lleida";74;697746;01/11/2007;"Carmen"
2220;03/04/2006;"Suelo";"Alquiler";"Lleida";48;348720;11/26/2006;"Luisa"
2221;03/04/2006;"Parking";"Alquiler";"Girona";269;1908286;01/29/2007;"Jesús"
2222;03/04/2006;"Industrial";"Venta";"Girona";201;1929198;08/16/2006;"María"
2223;03/04/2006;"Piso";"Alquiler";"Girona";99;927927;09/04/2006;"María"
2224;03/05/2006;"Parking";"Venta";"Barcelona";293;1996209;07/26/2006;"Jesús"
2225;03/05/2006;"Suelo";"Venta";"Tarragona";243;1552041;12/03/2006;"Luisa"
2226;03/05/2006;"Oficina";"Alquiler";"Girona";177;980934;09/11/2006;"Luisa"
2227;03/06/2006;"Casa";"Venta";"Girona";131;732028;07/04/2006;"Pedro"
2228;03/06/2006;"Suelo";"Venta";"Tarragona";176;1463264;12/21/2006;"Pedro"
2229;03/06/2006;"Local";"Alquiler";"Lleida";126;1177722;02/14/2007;"Pedro"
